group,camera_id,label,frame_index,unix_time,perf_time,hand_index,handedness,hand_score,wrist_x_px,wrist_y_px,wrist_z_rel,wrist_x_norm,wrist_y_norm,thumb_cmc_x_px,thumb_cmc_y_px,thumb_cmc_z_rel,thumb_cmc_x_norm,thumb_cmc_y_norm,thumb_mcp_x_px,thumb_mcp_y_px,thumb_mcp_z_rel,thumb_mcp_x_norm,thumb_mcp_y_norm,thumb_ip_x_px,thumb_ip_y_px,thumb_ip_z_rel,thumb_ip_x_norm,thumb_ip_y_norm,thumb_tip_x_px,thumb_tip_y_px,thumb_tip_z_rel,thumb_tip_x_norm,thumb_tip_y_norm,index_mcp_x_px,index_mcp_y_px,index_mcp_z_rel,index_mcp_x_norm,index_mcp_y_norm,index_pip_x_px,index_pip_y_px,index_pip_z_rel,index_pip_x_norm,index_pip_y_norm,index_dip_x_px,index_dip_y_px,index_dip_z_rel,index_dip_x_norm,index_dip_y_norm,index_tip_x_px,index_tip_y_px,index_tip_z_rel,index_tip_x_norm,index_tip_y_norm,middle_mcp_x_px,middle_mcp_y_px,middle_mcp_z_rel,middle_mcp_x_norm,middle_mcp_y_norm,middle_pip_x_px,middle_pip_y_px,middle_pip_z_rel,middle_pip_x_norm,middle_pip_y_norm,middle_dip_x_px,middle_dip_y_px,middle_dip_z_rel,middle_dip_x_norm,middle_dip_y_norm,middle_tip_x_px,middle_tip_y_px,middle_tip_z_rel,middle_tip_x_norm,middle_tip_y_norm,ring_mcp_x_px,ring_mcp_y_px,ring_mcp_z_rel,ring_mcp_x_norm,ring_mcp_y_norm,ring_pip_x_px,ring_pip_y_px,ring_pip_z_rel,ring_pip_x_norm,ring_pip_y_norm,ring_dip_x_px,ring_dip_y_px,ring_dip_z_rel,ring_dip_x_norm,ring_dip_y_norm,ring_tip_x_px,ring_tip_y_px,ring_tip_z_rel,ring_tip_x_norm,ring_tip_y_norm,pinky_mcp_x_px,pinky_mcp_y_px,pinky_mcp_z_rel,pinky_mcp_x_norm,pinky_mcp_y_norm,pinky_pip_x_px,pinky_pip_y_px,pinky_pip_z_rel,pinky_pip_x_norm,pinky_pip_y_norm,pinky_dip_x_px,pinky_dip_y_px,pinky_dip_z_rel,pinky_dip_x_norm,pinky_dip_y_norm,pinky_tip_x_px,pinky_tip_y_px,pinky_tip_z_rel,pinky_tip_x_norm,pinky_tip_y_norm
event_group_000_left_1_left_2_right_1_right_2,3,right_1,535,1782300888.923587,28.052557,0,Left,0.996288,321.53,240.75,0.000000,0.251196,0.300937,222.62,295.77,-0.018116,0.173925,0.369708,161.95,353.77,-0.076285,0.126525,0.442212,152.80,422.41,-0.131883,0.119372,0.528017,157.62,475.12,-0.189510,0.123138,0.593905,99.92,318.25,-0.159227,0.078060,0.397808,61.74,444.25,-0.237041,0.048231,0.555314,61.49,536.00,-0.282000,0.048036,0.670006,75.28,610.76,-0.310989,0.058811,0.763449,155.99,290.16,-0.180060,0.121864,0.362703,125.77,428.01,-0.279343,0.098259,0.535007,120.33,544.68,-0.315502,0.094006,0.680848,126.98,629.02,-0.336726,0.099202,0.786281,231.04,283.19,-0.191952,0.180503,0.353993,235.14,421.20,-0.237724,0.183703,0.526496,251.18,427.47,-0.196360,0.196236,0.534343,246.57,403.37,-0.167049,0.192630,0.504213,295.31,291.62,-0.206583,0.230711,0.364524,304.10,410.70,-0.224066,0.237577,0.513373,308.16,415.78,-0.191519,0.240751,0.519724,293.45,393.04,-0.166865,0.229256,0.491296
event_group_000_left_1_left_2_right_1_right_2,3,right_1,536,1782300888.956588,28.085995,0,Left,0.996262,327.69,245.45,0.000000,0.256011,0.306807,224.32,303.73,-0.015719,0.175248,0.379659,169.77,359.47,-0.081811,0.132632,0.449338,167.43,421.54,-0.145044,0.130807,0.526928,173.69,467.02,-0.208568,0.135698,0.583776,104.14,325.87,-0.177337,0.081356,0.407339,67.24,445.53,-0.259069,0.052531,0.556918,70.95,534.12,-0.303846,0.055431,0.667654,88.38,609.63,-0.334117,0.069050,0.762034,163.39,300.20,-0.200956,0.127647,0.375252,134.53,431.88,-0.318195,0.105098,0.539853,131.46,547.72,-0.363614,0.102705,0.684648,137.71,635.21,-0.391029,0.107584,0.794018,242.41,293.59,-0.211966,0.189384,0.366993,249.19,418.79,-0.260672,0.194676,0.523489,267.83,415.09,-0.211212,0.209244,0.518863,261.49,386.13,-0.178072,0.204292,0.482657,307.24,299.73,-0.225675,0.240034,0.374662,318.25,410.77,-0.238743,0.248633,0.513458,324.64,403.23,-0.198522,0.253622,0.504041,306.28,375.96,-0.170206,0.239282,0.469948
event_group_000_left_1_left_2_right_1_right_2,3,right_1,537,1782300888.989585,28.118438,0,Left,0.994811,332.07,248.38,0.000000,0.259429,0.310481,228.07,307.67,-0.020094,0.178179,0.384584,172.02,358.64,-0.086789,0.134390,0.448299,167.00,416.97,-0.148046,0.130468,0.521206,165.98,467.50,-0.209562,0.129675,0.584372,115.58,320.90,-0.192131,0.090294,0.401123,79.75,442.67,-0.277156,0.062307,0.553335,80.45,533.62,-0.326677,0.062849,0.667030,95.09,611.32,-0.360894,0.074292,0.764150,177.07,296.13,-0.211820,0.138337,0.370162,152.43,418.60,-0.337610,0.119087,0.523251,145.44,535.20,-0.393359,0.113622,0.669004,145.88,626.56,-0.428546,0.113971,0.783201,254.31,291.21,-0.217042,0.198681,0.364016,259.35,404.85,-0.273885,0.202621,0.506059,270.15,406.74,-0.232697,0.211051,0.508424,260.31,385.77,-0.204385,0.203368,0.482214,318.56,301.85,-0.224299,0.248873,0.377316,326.61,405.69,-0.243550,0.255160,0.507115,328.54,400.97,-0.208210,0.256674,0.501209,307.95,379.59,-0.183002,0.240582,0.474483
event_group_000_left_1_left_2_right_1_right_2,3,right_1,538,1782300889.021587,28.150470,0,Left,0.996288,335.58,242.58,0.000000,0.262171,0.303219,231.01,295.32,-0.028936,0.180479,0.369154,175.21,353.36,-0.097135,0.136883,0.441702,171.82,417.78,-0.158719,0.134232,0.522222,182.09,472.77,-0.222149,0.142262,0.590968,127.73,315.35,-0.196404,0.099792,0.394186,92.12,441.50,-0.285009,0.071966,0.551873,91.79,534.27,-0.338594,0.071712,0.667838,103.99,615.12,-0.374202,0.081239,0.768897,192.63,288.44,-0.212803,0.150494,0.360545,174.29,415.59,-0.333817,0.136161,0.519493,168.82,535.59,-0.385299,0.131891,0.669488,173.65,628.85,-0.416853,0.135661,0.786060,271.54,282.44,-0.217288,0.212142,0.353046,279.01,400.37,-0.277195,0.217975,0.500464,282.67,408.08,-0.241374,0.220837,0.510095,270.55,388.13,-0.214845,0.211368,0.485164,335.12,291.87,-0.224173,0.261812,0.364840,340.90,399.55,-0.249667,0.266327,0.499436,335.99,403.50,-0.219200,0.262489,0.504377,310.80,385.77,-0.195746,0.242811,0.482214
event_group_000_left_1_left_2_right_1_right_2,3,right_1,539,1782300889.057584,28.186286,0,Left,0.997974,337.93,247.20,0.000000,0.264009,0.309001,231.30,301.67,-0.036144,0.180699,0.377085,174.57,363.90,-0.110563,0.136381,0.454879,170.60,429.60,-0.174795,0.133279,0.536994,181.45,490.13,-0.240907,0.141761,0.612659,146.90,314.72,-0.228141,0.114762,0.393399,107.95,429.86,-0.325338,0.084340,0.537324,106.01,526.02,-0.382497,0.082818,0.657529,117.51,611.30,-0.419518,0.091806,0.764121,213.98,286.36,-0.240328,0.167172,0.357951,198.40,401.27,-0.368707,0.155003,0.501590,195.32,523.55,-0.420639,0.152592,0.654435,204.25,615.77,-0.452688,0.159567,0.769714,290.37,281.52,-0.239254,0.226848,0.351897,291.79,392.97,-0.304239,0.227961,0.491218,289.17,411.76,-0.269782,0.225912,0.514701,275.21,397.77,-0.244214,0.215007,0.497213,350.85,295.02,-0.240285,0.274100,0.368771,350.58,400.43,-0.270596,0.273891,0.500535,341.10,407.89,-0.242769,0.266481,0.509864,314.07,390.62,-0.220802,0.245371,0.488270
event_group_000_left_1_left_2_right_1_right_2,3,right_1,540,1782300889.089585,28.218530,0,Left,0.999488,348.99,230.22,0.000000,0.272648,0.287780,247.18,279.26,-0.049061,0.193112,0.349077,184.50,348.65,-0.122054,0.144141,0.435808,170.99,418.81,-0.181089,0.133585,0.523515,176.20,483.72,-0.246290,0.137659,0.604645,165.44,304.63,-0.233929,0.129252,0.380790,127.08,422.73,-0.326709,0.099282,0.528414,123.55,521.73,-0.378335,0.096524,0.652156,129.64,604.79,-0.408527,0.101283,0.755992,231.10,276.03,-0.237471,0.180546,0.345035,216.48,421.38,-0.344532,0.169127,0.526729,211.52,548.48,-0.382071,0.165251,0.685605,225.88,640.05,-0.405283,0.176467,0.800067,307.68,272.63,-0.230835,0.240377,0.340785,303.14,420.51,-0.299144,0.236827,0.525641,276.79,491.20,-0.285120,0.216245,0.614005,249.21,522.51,-0.272209,0.194698,0.653143,374.87,291.20,-0.224290,0.292867,0.364002,373.71,415.55,-0.260526,0.291962,0.519437,349.83,451.64,-0.243711,0.273305,0.564545,319.19,456.98,-0.229722,0.249371,0.571226
event_group_000_left_1_left_2_right_1_right_2,3,right_1,541,1782300889.120588,28.250242,0,Left,0.999113,358.24,222.39,0.000000,0.279877,0.277984,251.17,276.34,-0.053828,0.196227,0.345425,183.14,351.55,-0.126113,0.143079,0.439438,162.44,424.97,-0.183521,0.126908,0.531214,164.33,493.02,-0.246137,0.128383,0.616277,180.50,300.03,-0.233990,0.141018,0.375039,147.95,423.29,-0.327963,0.115589,0.529112,143.37,522.42,-0.379785,0.112009,0.653030,151.15,604.99,-0.408952,0.118087,0.756242,249.04,270.29,-0.233605,0.194559,0.337862,243.68,417.31,-0.333370,0.190377,0.521633,239.88,538.09,-0.363330,0.187404,0.672608,255.47,620.50,-0.381711,0.199583,0.775625,326.37,266.84,-0.224774,0.254978,0.333546,331.76,413.32,-0.287461,0.259190,0.516655,309.59,479.47,-0.266160,0.241865,0.599334,288.03,505.09,-0.247885,0.225027,0.631360,394.34,285.00,-0.217531,0.308074,0.356251,392.88,409.02,-0.254486,0.306941,0.511270,366.76,453.66,-0.237875,0.286534,0.567079,340.27,468.30,-0.222279,0.265838,0.585381
event_group_000_left_1_left_2_right_1_right_2,3,right_1,542,1782300889.156585,28.286146,0,Left,0.999033,373.91,225.90,0.000001,0.292115,0.282370,265.93,265.48,-0.051794,0.207754,0.331856,202.26,338.09,-0.129088,0.158019,0.422616,184.87,413.54,-0.190759,0.144431,0.516919,186.81,474.49,-0.256161,0.145943,0.593112,196.80,298.94,-0.247193,0.153754,0.373676,149.15,402.81,-0.343070,0.116520,0.503506,122.20,489.88,-0.401866,0.095465,0.612347,113.06,570.36,-0.440643,0.088331,0.712944,263.61,277.97,-0.245410,0.205947,0.347460,259.57,425.88,-0.350214,0.202787,0.532349,251.13,542.73,-0.383398,0.196192,0.678410,261.95,625.61,-0.407818,0.204646,0.782017,344.24,279.94,-0.232526,0.268935,0.349929,343.39,412.24,-0.279402,0.268272,0.515300,328.03,413.72,-0.233984,0.256273,0.517147,316.33,385.12,-0.204519,0.247132,0.481397,408.05,295.27,-0.223610,0.318788,0.369084,398.07,411.60,-0.246676,0.310989,0.514496,375.13,419.58,-0.216843,0.293072,0.524473,350.91,405.34,-0.194733,0.274152,0.506678
event_group_000_left_1_left_2_right_1_right_2,3,right_1,543,1782300889.188102,28.317424,0,Left,0.999577,371.61,231.25,0.000001,0.290319,0.289065,257.72,277.11,-0.056157,0.201345,0.346386,198.77,358.57,-0.140517,0.155288,0.448206,189.40,444.18,-0.208411,0.147972,0.555228,203.58,510.97,-0.280144,0.159046,0.638709,194.24,305.73,-0.267047,0.151747,0.382166,152.15,418.91,-0.367969,0.118867,0.523639,129.91,513.24,-0.426843,0.101491,0.641546,130.39,595.73,-0.465509,0.101868,0.744667,263.25,278.08,-0.266893,0.205665,0.347601,262.08,429.68,-0.385631,0.204748,0.537104,251.62,561.54,-0.425768,0.196580,0.701930,265.91,650.43,-0.453998,0.207745,0.813031,350.34,275.41,-0.253959,0.273707,0.344266,350.76,414.18,-0.310417,0.274028,0.517719,331.73,423.44,-0.263995,0.259164,0.529297,317.03,397.15,-0.232544,0.247676,0.496433,419.55,289.38,-0.244709,0.327770,0.361726,415.81,408.60,-0.273198,0.324851,0.510749,392.00,417.60,-0.241655,0.306251,0.521997,366.12,401.52,-0.217545,0.286033,0.501899
event_group_000_left_1_left_2_right_1_right_2,3,right_1,544,1782300889.222619,28.351847,0,Left,0.999535,388.95,232.43,0.000001,0.303866,0.290540,277.24,274.58,-0.071565,0.216594,0.343228,212.93,354.81,-0.160961,0.166348,0.443508,198.57,431.98,-0.231765,0.155136,0.539974,203.64,488.68,-0.307856,0.159097,0.610856,199.29,303.62,-0.282345,0.155693,0.379528,158.69,419.94,-0.383944,0.123974,0.524921,148.28,517.40,-0.440200,0.115843,0.646754,155.55,602.66,-0.476333,0.121521,0.753326,271.93,277.70,-0.279372,0.212445,0.347125,273.10,437.52,-0.402119,0.213359,0.546906,265.97,572.99,-0.449809,0.207791,0.716237,276.98,666.32,-0.482920,0.216387,0.832905,362.56,276.48,-0.264558,0.283247,0.345604,368.60,421.39,-0.335493,0.287966,0.526737,340.50,470.77,-0.313257,0.266013,0.588458,315.81,479.82,-0.297345,0.246723,0.599770,438.79,295.87,-0.252632,0.342804,0.369835,444.44,412.68,-0.293881,0.347216,0.515844,423.34,442.32,-0.276437,0.330738,0.552895,402.00,445.21,-0.262602,0.314061,0.556507
event_group_000_left_1_left_2_right_1_right_2,3,right_1,545,1782300889.256619,28.385934,0,Left,0.999040,399.17,234.09,0.000001,0.311851,0.292613,286.78,280.65,-0.076073,0.224048,0.350809,216.48,362.15,-0.166442,0.169129,0.452682,207.67,440.38,-0.237075,0.162239,0.550471,219.29,500.07,-0.314801,0.171321,0.625091,204.12,302.21,-0.291053,0.159468,0.377768,172.99,422.96,-0.391899,0.135147,0.528698,172.10,524.97,-0.444455,0.134451,0.656218,182.78,612.65,-0.477651,0.142797,0.765812,280.08,274.81,-0.288841,0.218813,0.343512,273.53,442.20,-0.410682,0.213693,0.552754,268.90,577.85,-0.462035,0.210075,0.722309,278.53,675.02,-0.499181,0.217604,0.843773,370.78,273.49,-0.275082,0.289672,0.341866,375.97,425.75,-0.357303,0.293728,0.532188,343.96,503.73,-0.360615,0.268716,0.629666,316.17,537.20,-0.362643,0.247009,0.671504,453.13,296.99,-0.262311,0.354004,0.371239,457.98,417.60,-0.313700,0.357796,0.522006,433.85,463.05,-0.313085,0.338943,0.578814,409.79,479.82,-0.313688,0.320146,0.599779
event_group_000_left_1_left_2_right_1_right_2,3,right_1,546,1782300889.289619,28.418595,0,Left,0.999253,404.28,244.33,0.000001,0.315846,0.305415,283.32,289.01,-0.076576,0.221348,0.361257,212.83,372.04,-0.169836,0.166272,0.465047,204.37,454.12,-0.242324,0.159660,0.567647,226.23,529.21,-0.322571,0.176740,0.661518,213.34,305.39,-0.301953,0.166675,0.381732,184.85,436.79,-0.412998,0.144413,0.545992,180.47,543.65,-0.475729,0.140991,0.679559,188.49,636.18,-0.514430,0.147260,0.795220,295.56,282.70,-0.300491,0.230909,0.353380,286.35,447.88,-0.421581,0.223709,0.559846,275.39,586.72,-0.470008,0.215146,0.733405,287.29,684.93,-0.506218,0.224444,0.856158,388.96,284.18,-0.288201,0.303876,0.355222,386.45,427.44,-0.374594,0.301915,0.534304,351.71,512.48,-0.380032,0.274770,0.640599,326.74,554.02,-0.383524,0.255266,0.692526,471.50,307.12,-0.276361,0.368359,0.383904,479.65,413.77,-0.332925,0.374730,0.517216,459.42,457.95,-0.333445,0.358920,0.572438,442.37,475.70,-0.334891,0.345600,0.594625
event_group_000_left_1_left_2_right_1_right_2,3,right_1,547,1782300889.322616,28.451824,0,Left,0.999759,410.88,256.79,0.000001,0.321002,0.320985,279.61,307.38,-0.083765,0.218448,0.384231,206.48,389.43,-0.189871,0.161313,0.486785,191.43,462.36,-0.272630,0.149557,0.577946,208.69,529.75,-0.362421,0.163037,0.662186,225.87,337.22,-0.345721,0.176458,0.421528,202.43,444.24,-0.473806,0.158150,0.555295,194.50,545.94,-0.547948,0.151950,0.682422,199.36,645.19,-0.596567,0.155754,0.806487,309.57,306.78,-0.344949,0.241853,0.383475,311.38,448.12,-0.496183,0.243268,0.560148,303.29,587.36,-0.567073,0.236947,0.734197,312.04,693.80,-0.621044,0.243778,0.867249,402.79,301.45,-0.328970,0.314680,0.376818,416.09,429.27,-0.429546,0.325067,0.536593,385.13,517.66,-0.442041,0.300881,0.647077,357.80,566.23,-0.453427,0.279528,0.707788,484.65,317.54,-0.313232,0.378637,0.396928,504.80,416.41,-0.374699,0.394374,0.520511,494.80,459.00,-0.379387,0.386564,0.573750,479.92,481.15,-0.387295,0.374936,0.601435
event_group_000_left_1_left_2_right_1_right_2,3,right_1,646,1782300892.622431,31.751302,0,Right,0.921067,183.10,273.75,-0.000000,0.143045,0.342189,199.63,333.37,-0.074294,0.155964,0.416706,179.82,376.39,-0.117410,0.140483,0.470490,153.46,416.51,-0.141911,0.119894,0.520639,136.47,458.44,-0.165086,0.106617,0.573051,80.20,310.59,-0.141047,0.062655,0.388238,91.68,416.76,-0.176693,0.071625,0.520955,121.16,473.92,-0.188638,0.094657,0.592403,142.66,512.33,-0.193024,0.111456,0.640407,38.57,306.79,-0.111249,0.030130,0.383488,64.59,422.89,-0.144452,0.050458,0.528608,97.33,482.99,-0.152773,0.076041,0.603741,122.60,521.46,-0.157922,0.095783,0.651827,15.43,316.99,-0.081031,0.012056,0.396241,30.45,423.89,-0.109618,0.023790,0.529864,55.70,472.30,-0.117863,0.043513,0.590380,72.83,500.53,-0.121879,0.056897,0.625665,6.32,332.88,-0.054551,0.004940,0.416103,10.90,407.79,-0.079650,0.008513,0.509737,21.14,444.05,-0.088468,0.016519,0.555063,30.60,467.70,-0.091539,0.023910,0.584620
event_group_000_left_1_left_2_right_1_right_2,3,right_1,647,1782300892.655221,31.784198,0,Right,0.995104,171.80,298.01,-0.000000,0.134222,0.372512,208.81,337.15,-0.084355,0.163135,0.421442,195.82,378.39,-0.131391,0.152982,0.472984,166.78,421.59,-0.157093,0.130298,0.526987,148.42,458.93,-0.180720,0.115956,0.573665,93.97,304.31,-0.160638,0.073416,0.380387,107.34,415.52,-0.202371,0.083862,0.519405,133.91,471.10,-0.214045,0.104619,0.588877,157.85,511.25,-0.218077,0.123320,0.639067,38.86,310.12,-0.127091,0.030361,0.387655,49.70,426.42,-0.170043,0.038825,0.533022,86.98,489.86,-0.177944,0.067956,0.612329,122.20,530.51,-0.182454,0.095465,0.663140,9.73,326.75,-0.093896,0.007601,0.408431,12.58,430.44,-0.135926,0.009827,0.538056,46.12,491.11,-0.147799,0.036034,0.613887,77.58,529.52,-0.153029,0.060612,0.661902,-2.27,346.78,-0.063925,-0.001775,0.433471,-1.57,418.49,-0.100404,-0.001230,0.523113,23.73,467.26,-0.114391,0.018539,0.584081,47.43,502.04,-0.121266,0.037056,0.627546
event_group_000_left_1_left_2_right_1_right_2,3,right_1,648,1782300892.688396,31.817590,0,Right,0.980907,175.95,303.56,-0.000000,0.137461,0.379453,215.73,343.94,-0.093878,0.168539,0.429927,202.62,381.57,-0.145672,0.158296,0.476960,165.84,423.51,-0.173196,0.129564,0.529392,137.52,462.06,-0.197752,0.107437,0.577570,99.18,308.40,-0.177168,0.077487,0.385500,109.53,418.05,-0.223603,0.085567,0.522558,139.31,473.93,-0.233463,0.108835,0.592407,168.11,507.17,-0.235325,0.131340,0.633965,37.48,318.11,-0.140322,0.029281,0.397644,41.39,437.37,-0.186652,0.032340,0.546708,80.71,503.39,-0.188435,0.063056,0.629235,119.71,536.13,-0.186943,0.093520,0.670159,5.25,341.55,-0.104472,0.004098,0.426944,12.83,456.12,-0.148992,0.010024,0.570153,54.43,513.40,-0.149917,0.042526,0.641750,90.69,539.10,-0.146174,0.070850,0.673881,-4.13,368.17,-0.073119,-0.003230,0.460217,10.28,449.74,-0.112434,0.008028,0.562172,45.13,493.36,-0.120849,0.035261,0.616699,74.98,514.50,-0.121340,0.058575,0.643128
event_group_000_left_1_left_2_right_1_right_2,3,right_1,649,1782300892.721633,31.851317,0,Right,0.923907,178.85,313.39,-0.000000,0.139725,0.391738,220.16,351.43,-0.102294,0.171998,0.439281,205.61,387.22,-0.158160,0.160634,0.484023,169.56,430.93,-0.187344,0.132467,0.538667,140.55,473.68,-0.213049,0.109805,0.592102,100.83,313.03,-0.194130,0.078771,0.391290,116.72,422.57,-0.243865,0.091188,0.528218,147.90,477.25,-0.253339,0.115547,0.596560,177.10,510.24,-0.254070,0.138360,0.637800,40.33,323.11,-0.152943,0.031510,0.403890,47.43,440.52,-0.202674,0.037058,0.550645,86.93,504.62,-0.203099,0.067911,0.630775,126.71,537.01,-0.199568,0.098990,0.671262,8.40,346.38,-0.112818,0.006565,0.432974,14.50,459.89,-0.161393,0.011324,0.574858,55.24,515.19,-0.161181,0.043158,0.643991,90.64,540.63,-0.155317,0.070810,0.675785,-1.15,374.08,-0.077655,-0.000900,0.467602,13.43,456.86,-0.122865,0.010489,0.571080,45.65,500.66,-0.133734,0.035663,0.625830,73.35,522.18,-0.134338,0.057307,0.652724
event_group_000_left_1_left_2_right_1_right_2,3,right_1,650,1782300892.753634,31.883351,0,Right,0.767372,193.21,317.20,-0.000000,0.150942,0.396506,221.10,357.86,-0.097118,0.172737,0.447322,201.24,391.99,-0.153542,0.157220,0.489992,165.81,433.46,-0.185485,0.129541,0.541821,134.55,475.80,-0.214207,0.105119,0.594745,93.68,311.35,-0.186968,0.073184,0.389190,107.65,425.89,-0.237119,0.084098,0.532361,143.13,477.74,-0.248090,0.111819,0.597175,173.32,505.70,-0.250472,0.135408,0.632123,45.97,322.31,-0.149200,0.035918,0.402891,47.82,441.38,-0.201195,0.037363,0.551727,89.77,502.35,-0.202691,0.070132,0.627937,127.11,531.44,-0.199852,0.099306,0.664305,24.15,346.17,-0.112553,0.018868,0.432716,25.83,461.48,-0.161563,0.020177,0.576853,66.12,512.52,-0.159599,0.051654,0.640651,100.01,534.34,-0.153192,0.078135,0.667920,22.46,375.92,-0.080731,0.017546,0.469905,35.03,458.98,-0.126817,0.027370,0.573720,67.08,499.35,-0.137266,0.052406,0.624189,93.54,516.36,-0.137747,0.073076,0.645454
event_group_000_left_1_left_2_right_1_right_2,3,right_1,651,1782300892.787636,31.917379,0,Right,0.758106,182.11,322.67,-0.000000,0.142274,0.403334,210.83,352.24,-0.097524,0.164707,0.440305,193.39,390.05,-0.155439,0.151088,0.487566,166.11,435.62,-0.188119,0.129776,0.544523,142.54,480.15,-0.217114,0.111361,0.600193,108.63,310.71,-0.195244,0.084869,0.388391,118.59,407.70,-0.242953,0.092646,0.509621,147.63,462.44,-0.250805,0.115334,0.578053,169.05,498.47,-0.251624,0.132072,0.623083,63.90,322.31,-0.157231,0.049924,0.402889,56.85,432.15,-0.207221,0.044414,0.540185,82.65,493.98,-0.207818,0.064572,0.617475,105.57,528.44,-0.205568,0.082474,0.660544,39.25,347.16,-0.119157,0.030661,0.433945,32.68,451.83,-0.164674,0.025531,0.564783,62.33,498.49,-0.160345,0.048693,0.623110,86.84,519.56,-0.153254,0.067840,0.649449,30.33,376.87,-0.085839,0.023695,0.471090,28.69,449.78,-0.126260,0.022413,0.562231,50.15,485.36,-0.132824,0.039183,0.606694,69.74,501.03,-0.131894,0.054481,0.626290
event_group_000_left_1_left_2_right_1_right_2,3,right_1,653,1782300892.853634,31.983289,0,Left,0.992931,190.73,289.49,0.000000,0.149005,0.361861,144.94,313.18,-0.027515,0.113236,0.391477,101.13,352.14,-0.066685,0.079007,0.440179,76.77,395.54,-0.100186,0.059974,0.494427,61.58,435.38,-0.138766,0.048107,0.544228,55.30,323.01,-0.118172,0.043201,0.403758,18.99,397.32,-0.167310,0.014835,0.496647,0.59,457.10,-0.197103,0.000461,0.571374,-8.78,508.88,-0.216621,-0.006863,0.636102,79.20,317.50,-0.124165,0.061874,0.396874,44.26,415.51,-0.168744,0.034579,0.519388,33.25,488.29,-0.184314,0.025974,0.610361,26.56,541.95,-0.197212,0.020746,0.677438,118.72,321.42,-0.126751,0.092751,0.401781,118.22,429.89,-0.154781,0.092362,0.537360,141.34,472.71,-0.146119,0.110420,0.590894,160.76,486.57,-0.142385,0.125592,0.608210,159.96,332.55,-0.131248,0.124971,0.415687,172.11,414.76,-0.155768,0.134465,0.518451,187.05,455.07,-0.153131,0.146131,0.568834,198.36,472.65,-0.150745,0.154970,0.590809
event_group_000_left_1_left_2_right_1_right_2,3,right_1,654,1782300892.888634,32.017949,0,Left,0.991988,206.65,298.89,-0.000000,0.161442,0.373618,151.80,314.60,-0.021381,0.118591,0.393254,108.40,356.25,-0.054017,0.084685,0.445318,85.36,406.16,-0.081533,0.066690,0.507695,70.55,448.37,-0.113252,0.055118,0.560462,62.46,319.74,-0.107755,0.048800,0.399679,30.24,398.22,-0.148950,0.023627,0.497779,7.79,452.23,-0.170261,0.006086,0.565287,-7.67,498.91,-0.184280,-0.005993,0.623634,84.49,314.24,-0.114758,0.066011,0.392805,58.93,420.55,-0.150371,0.046036,0.525690,53.08,488.41,-0.156602,0.041467,0.610517,48.45,535.71,-0.163007,0.037849,0.669634,124.79,320.23,-0.118891,0.097492,0.400293,128.70,444.64,-0.146152,0.100550,0.555799,156.48,483.04,-0.136507,0.122251,0.603796,180.28,490.63,-0.130753,0.140840,0.613284,172.20,334.25,-0.124106,0.134535,0.417818,181.56,429.77,-0.153145,0.141847,0.537207,194.51,470.82,-0.153889,0.151964,0.588523,204.49,486.95,-0.152175,0.159757,0.608687
event_group_000_left_1_left_2_right_1_right_2,3,right_1,655,1782300892.920634,32.050429,0,Left,0.996073,216.29,299.63,-0.000000,0.168977,0.374539,161.18,323.63,-0.013172,0.125921,0.404539,117.00,371.18,-0.041982,0.091402,0.463980,97.01,420.58,-0.068564,0.075791,0.525724,84.35,464.12,-0.099353,0.065901,0.580150,67.49,324.79,-0.089090,0.052728,0.405992,33.87,394.48,-0.131571,0.026458,0.493105,11.38,448.72,-0.157374,0.008892,0.560897,-3.96,496.64,-0.174216,-0.003094,0.620798,92.44,313.93,-0.100634,0.072221,0.392410,63.39,402.81,-0.138439,0.049526,0.503509,53.09,467.44,-0.149716,0.041477,0.584301,47.59,516.41,-0.158915,0.037182,0.645507,134.31,317.04,-0.109561,0.104929,0.396300,135.00,429.29,-0.138283,0.105469,0.536612,155.85,476.65,-0.131869,0.121756,0.595813,174.60,497.87,-0.127924,0.136409,0.622343,181.31,331.87,-0.118876,0.141646,0.414836,186.36,422.33,-0.144705,0.145592,0.527913,194.85,464.25,-0.143590,0.152228,0.580311,201.33,485.54,-0.141301,0.157289,0.606927
